topic,url,overview,symptoms,causes,tests,treatment
"Absence of Menstruation, Primary",https://www.webmd.com/infertility-and-reproduction/guide/absence-periods,"Amenorrhea is when you aren’t getting your periods even though you’ve been through puberty, aren’t pregnant, and haven’t gone through menopause. It’s not about having irregular periods. If you have amenorrhea, you never get your period. Although it’s not a disease, you should tell your doctor about it because it might be a symptom of a medical condition that can be treated.","Besides not having your period, there are some other symptoms you may have, depending on the cause of your amenorrhea:","Many things could cause amenorrhea. Possible causes of primary amenorrhea (when you never get your first period) include: In many cases, doctors don’t know why a first period never happens. Common causes of secondary amenorrhea (when someone who has had normal periods stops getting them) include: Other causes of secondary amenorrhea include: If you've had your uterus or ovaries removed, you will also stop menstruating.","Because many things can cause amenorrhea, it may take time to find the exact cause. Your doctor will first take your medical history and give you a physical and pelvic exam. If you’re sexually active, they might first order a pregnancy test to rule out pregnancy as a cause. It may take several kinds of tests to find out what’s causing your amenorrhea. Your doctor may use one or more of the following: Blood tests. These measure the levels of certain hormones in your blood, including follicle-stimulating hormone (FSH), thyroid-stimulating hormone, prolactin, and male hormones. Too much or too little of these hormones can interfere with the menstrual cycle. Imaging tests. These tests can show abnormalities of your reproductive organs or the location of tumors. The tests include ultrasound, computerized tomography (CT), and magnetic resonance imaging (MRI). Hormone challenge test. Your doctor will give you a hormonal medication that should cause menstrual bleeding when you stop taking it. If you don’t, this can mean that a lack of estrogen is behind your amenorrhea.Hysteroscopy. Your doctor will put a small lighted camera through your vagina and cervix to look at the inside of your uterus. Genetic screening. Looks for genetic changes that can stop your ovaries from working, and for X chromosomes that are partly or completely missing (Turner’s syndrome). Chromosome tests (karyotype). Identifies missing, extra, or rearranged cells in your chromosomes to help pinpoint abnormalities that can cause amenorrhea.","Treatment for amenorrhea will focus on the condition that causes it. Hormone replacement therapy or birth control pills can help start your menstrual cycle again. A thyroid or pituitary disorder can be treated with medication. Physical abnormalities may need surgery. If something such as stress, weight gain or loss, or depression is affecting your menstrual cycle, you can take an active role in your treatment by taking steps to manage it. Friends, family, or your doctor may be able to help you. You can help your doctor trace the cause of your amenorrhea by tracking changes in your cycle and symptoms and sharing this information with them. Tell them what medications you’re taking, and about changes in your diet, exercise habits, and stress levels."
Absence Seizure,https://www.webmd.com/epilepsy/guide/understanding-absence-seizure-basics,"Affecting about two of every 1,000 people, absence seizures (formerly called ''petit mal'' seizures) are caused by abnormal and intense electrical activity in the brain. Normally, the brain's nerve cells (neurons) communicate with one another by firing tiny electric signals. But with a seizure, these signals become abnormal. Seizures may affect an isolated part of the brain or may involve abnormal activity in the whole brain (called generalized seizures). Absence seizures are one form of generalized seizure. They typically are brought on by exertion of some sort. Typically, this type of seizure lasts between 10 and 30 seconds. The person, most often a child aged 5 to 15, abruptly stops whatever they're doing (talking, walking) and appears to ""stare into space."" Absence seizures rarely cause a true convulsion in which the person falls down or collapses. Despite briefly losing consciousness, the person recovers fully with no lingering confusion or other ill effects. These ""spells"" may occur infrequently or several times per hour. In children, absence seizures may interfere with learning and are often misinterpreted as daydreaming or inattention. About a quarter of people who have absence seizures will develop another type of generalized seizure called tonic-clonic seizures (formerly called ''grand mal'' seizures). The vast majority of children, however, will outgrow them.",,"Scientists are unsure of the underlying reasons for absence seizures; however, some research suggests that genetics may play a role. ",,
"Abuse, Child",https://www.webmd.com/children/child-abuse-signs,"When you think of child abuse, your first thought may be of a child with bruises or other marks that raise red flags. But the signs aren’t always so clear. Abuse can be physical, sexual, or emotional. Or a child may be neglected, meaning their caregivers don’t provide for basic needs, like food or safety. What makes abuse even harder to stop is that most of the time, the abuser is someone the child knows. They may be reluctant to say something because they may want to protect that person or is afraid of what the abuser will do if they speak up. It’s important to know how to recognize different types of abuse, and what you can do if you suspect it.","Abuse can be hard to recognize. Kids can get cuts and bruises or show signs of stress for lots of reasons that are a normal part of childhood. So it helps to know specific signs to look for, and trust your gut as you look at the whole picture of the child’s physical and emotional health. Signs of physical abuse may include:Kids who’ve been physically abused may also:",,,
Acantholysis Bullosa,https://www.webmd.com/skin-problems-and-treatments/epidermolysis-bullosa-what-is,"There are five major types of epidermolysis bullosa. The kind you have depends on where your blisters tend to form. Epidermolysis Bullosa Simplex: The most common type, it first shows up in newborns. It mainly affects the palms of the hands and soles of the feet. Junctional epidermolysis bullosa: While it also first appears in babies, this is a more severe form that causes blistering in deep layers of the skin. Dystrophic epidermolysis bullosa: If you have this type, your skin doesn’t have collagen to hold it together, or the collagen you do have doesn’t work well. This means the layers of your skin don’t seal together like they should. Sometimes this type doesn’t show up until early childhood.Kindler syndrome: This is a mixed condition, since blisters appear across different skin layers. It can also cause patchy changes in your skin coloring when it’s exposed to the sun. Epidermolysis bullosa acquisita: This form causes blisters on your hands and feet as well as in mucous membranes like the mouth.","Usually, signs of epidermolysis bullosa first appear in babies or toddlers. Painful skin blisters are the main symptom. They can form anywhere on the skin. Sometimes they also form on the eyes, or in parts of the throat, stomach, or bladder. If these blisters become infected or scar the skin, they cause more problems.","Almost all types of epidermolysis bullosa run in families. If you inherited certain gene glitches from your parents, you will have it. There’s one exception. Epidermolysis bullosa aquisita is the only type that’s not inherited. It happens because of a problem in your immune system.","To confirm the condition, your doctor may take a small sample of skin and send it to a lab where experts will use a microscope to look at it.","There’s no cure for epidermolysis bullosa. But there are treatments for it. If you have a severe case, you’ll care for your skin much like someone who has a burn does. You’ll need to learn how to perform daily wound treatment and how to bandage and protect affected areas. Your doctor can also prescribe a medicine to help with pain relief. In some cases, you might need surgery. If you have blisters that have fused your fingers and toes together, your doctor can separate them. Or if your esophagus, the tube connecting your mouth to your stomach, becomes too scarred, you can get surgery to widen it to help you eat.  Some people with epidermolysis bullosa still find eating too painful. In that case, your doctor may suggest a feeding tube so food goes right into your stomach."
Acanthosis Bullosa,https://www.webmd.com/skin-problems-and-treatments/epidermolysis-bullosa-what-is,"There are five major types of epidermolysis bullosa. The kind you have depends on where your blisters tend to form. Epidermolysis Bullosa Simplex: The most common type, it first shows up in newborns. It mainly affects the palms of the hands and soles of the feet. Junctional epidermolysis bullosa: While it also first appears in babies, this is a more severe form that causes blistering in deep layers of the skin. Dystrophic epidermolysis bullosa: If you have this type, your skin doesn’t have collagen to hold it together, or the collagen you do have doesn’t work well. This means the layers of your skin don’t seal together like they should. Sometimes this type doesn’t show up until early childhood.Kindler syndrome: This is a mixed condition, since blisters appear across different skin layers. It can also cause patchy changes in your skin coloring when it’s exposed to the sun. Epidermolysis bullosa acquisita: This form causes blisters on your hands and feet as well as in mucous membranes like the mouth.","Usually, signs of epidermolysis bullosa first appear in babies or toddlers. Painful skin blisters are the main symptom. They can form anywhere on the skin. Sometimes they also form on the eyes, or in parts of the throat, stomach, or bladder. If these blisters become infected or scar the skin, they cause more problems.","Almost all types of epidermolysis bullosa run in families. If you inherited certain gene glitches from your parents, you will have it. There’s one exception. Epidermolysis bullosa aquisita is the only type that’s not inherited. It happens because of a problem in your immune system.","To confirm the condition, your doctor may take a small sample of skin and send it to a lab where experts will use a microscope to look at it.","There’s no cure for epidermolysis bullosa. But there are treatments for it. If you have a severe case, you’ll care for your skin much like someone who has a burn does. You’ll need to learn how to perform daily wound treatment and how to bandage and protect affected areas. Your doctor can also prescribe a medicine to help with pain relief. In some cases, you might need surgery. If you have blisters that have fused your fingers and toes together, your doctor can separate them. Or if your esophagus, the tube connecting your mouth to your stomach, becomes too scarred, you can get surgery to widen it to help you eat.  Some people with epidermolysis bullosa still find eating too painful. In that case, your doctor may suggest a feeding tube so food goes right into your stomach."
Acanthosis Nigricans,https://www.webmd.com/skin-problems-and-treatments/acanthosis-nigricans-overview,"Acanthosis nigricans can affect otherwise healthy people, or it can be associated with certain medical conditions. Sometimes acanthosis nigricans is congenital (something a person is born with). It also can occur as a result of obesity or an endocrine (glandular) disorder. It is frequently found in obese people with diabetes or a tendency towards diabetes and is most common among people of African descent. There are many other possible causes of acanthosis nigricans, including:   Most people with acanthosis nigricans have an insulin level that is higher than that of people of the same weight who don't have acanthosis nigricans. Eating too much of the wrong foods, especially starches and sugars, can raise insulin levels. Rarely, people with certain types of cancer can also develop acanthosis nigricans.",,"Acanthosis nigricans can affect otherwise healthy people, or it can be associated with certain medical conditions. Sometimes acanthosis nigricans is congenital (something a person is born with). It also can occur as a result of obesity or an endocrine (glandular) disorder. It is frequently found in obese people with diabetes or a tendency towards diabetes and is most common among people of African descent. There are many other possible causes of acanthosis nigricans, including:   Most people with acanthosis nigricans have an insulin level that is higher than that of people of the same weight who don't have acanthosis nigricans. Eating too much of the wrong foods, especially starches and sugars, can raise insulin levels. Rarely, people with certain types of cancer can also develop acanthosis nigricans.",,"Eating a special diet can help reduce circulating insulin and may lead to some improvement of the acanthosis nigricans. Other treatments to improve skin appearance include Retin-A, 20% urea, alpha hydroxyacids, topical vitamin D, and salicylic acid prescriptions. These are only minimally effective, however. Acanthosis nigricans caused by a drug may go away once the medication is stopped."
ACC -- Adenoid Cystic Carcinoma,https://www.webmd.com/cancer/adenoid-cystic-carcinoma-facts,"The first sign may be a lump inside your mouth under your tongue or inside your cheek. These lumps usually grow slowly and don't hurt. You might have some trouble swallowing, or your voice might sound hoarse. This type of cancer can spread along nerves, so you might have some pain or numbness in your face. If you notice any of these symptoms, see your doctor.","The first sign may be a lump inside your mouth under your tongue or inside your cheek. These lumps usually grow slowly and don't hurt. You might have some trouble swallowing, or your voice might sound hoarse. This type of cancer can spread along nerves, so you might have some pain or numbness in your face. If you notice any of these symptoms, see your doctor.",,"If your doctor thinks you might have adenoid cystic carcinoma, the first step is often a biopsy. They'll take a small sample of the tumor, either after making a small cut or with a needle. A pathologist, a doctor who specializes in the study of diseases, will study the sample to look for signs of cancer. These kinds of tumors can take different forms. They can be solid or round and hollow like a tube, or cribriform, which means they have holes in them like Swiss cheese. The solid tumors usually grow faster. Your doctor might want to find out the size and location of a tumor or look for signs the cancer has spread. You might have one of these tests:  ","The usual treatment for adenoid cystic carcinoma is surgery followed by radiation treatments. When you have surgery, your doctor will remove not only the tumor but also some of the healthy tissue around it. They'll look at that tissue to make sure the cancer hasn't spread beyond the tumor. Unlike many other cancers, which can go to other parts of your body through your lymph nodes, adenoid cystic carcinoma spreads along your nerves. Your doctor will look at your nerves to make sure the cancer isn't in the area around them and will try to remove any cancerous tissue without damaging them. Sometimes, part of a nerve may have to be removed to get all the cancer out. That can mean you won't be able to move part of your face or it might droop. Your doctor may try to reconnect the damaged nerve with part of another nerve so you can move the affected area. Other times, part of your windpipe or voice box has to be removed.If your doctor can't take out the entire tumor without hurting important organs, or if they're worried the cancer has spread somewhere they haven't seen, you may have radiation treatments. There are three main kinds: Radiation therapy focused on your head and neck has side effects that can include dry mouth, difficulty swallowing, or soreness around the area that's being treated. It can also damage your teeth. Check with your doctor about these side effects and ask what they can do to help you with them."
ACC -- Agenesis of Corpus Callosum,https://www.webmd.com/epilepsy/guide/corpus-callosotomy,"Serious problems are uncommon with a corpus callosotomy, but there are risks, including: ",,"Serious problems are uncommon with a corpus callosotomy, but there are risks, including: ",,
ACC -- Aplasia Cutis Congenita,https://www.webmd.com/skin-problems-and-treatments/hair-loss/congenital-hypotrichosis,"Aplasia cutis congenita, or congenital aplasia, is a developmental defect where, for reasons not understood, the skin does not fully form as an embryo develops. A baby may be born with a patch of skin that is like an open wound or an ulcer. Often this defect occurs at the back of the scalp, at the center of the ""whorl pattern"" of hair growth. If the defect is small, the skin will scab over and the baby is left with a scar. Sometimes this happens in the womb and all that can be seen at birth is a patch of scalp where there are no hair follicles. However, if a baby is born with a large congenital aplasia, it usually requires an operation to cut out the affected area and close up the skin. This is often done with some urgency, since the open wound is a site of potential hemorrhage and infection. The quicker the defect heals, the better.",,,,
ACH,https://www.webmd.com/children/dwarfism-causes-treatments,"Dwarfism is when a person is short in stature because of their genes or a medical reason. It’s defined by the advocacy groups Little People of the World Organization (LPOTW) and Little People of America (LPA) as an adult height of 4 feet 10 inches or under, as a result of a medical or genetic condition. Other groups extend the criteria for certain forms of dwarfism to 5 feet, but the average height of an adult with dwarfism is 4 feet. There are two main categories of dwarfism -- disproportionate and proportionate. Disproportionate dwarfism is characterized by an average-size torso and shorter arms and legs or a shortened trunk with longer limbs. In proportionate dwarfism, the body parts are in proportion but shortened.","In addition to short stature, dwarfism has many other symptoms that can vary depending the type it is. Disproportionate dwarfism symptoms Disproportionate dwarfism usually doesn’t affect intellectual development unless a child has other rare conditions, including hydrocephalus, or excess fluid around the brain.Symptoms of disproportionate dwarfism may include: Some people with disproportionate dwarfism have a rare disorder called spondyloepiphyseal dysplasia congenita (SEDC). Adults with SEDC are around 3 to 4 feet tall and may have these signs too: Proportionate dwarfism symptoms","There are approximately 400 types of dwarfism. Causes of proportionate dwarfism include metabolic and hormonal disorders such as growth hormone deficiency. The most common types of dwarfism, known as skeletal dysplasias, are genetic. Skeletal dysplasias are conditions of abnormal bone growth that cause disproportionate dwarfism. They include: Achondroplasia. The most common form of dwarfism -- accounting for 70% of cases -- achondroplasia occurs in about one out of 26,000 to 40,000 babies and is evident at birth. People with achondroplasia have a relatively long trunk and shortened upper parts of their arms and legs. Other features of achondroplasia include:Spondyloepiphyseal dysplasias (SED).A less common form of dwarfism, SED affects approximately one in 95,000 babies. Spondyloepiphyseal dysplasia refers to a group of conditions characterized by a shortened trunk, which may not become apparent until a child is between ages 5 and 10. Other features can include: Diastrophic dysplasia.A rare form of dwarfism, diastrophic dysplasia occurs in about one in 100,000 births. People who have it tend to have shortened forearms and calves (this is known as mesomelic shortening). Other signs can include Turner syndrome.This genetic condition only affects females. It’s caused by a missing or partial X chromosome. Girls with Turner syndrome only inherit one fully functioning X chromosome from their parents, instead of one from each parent.","Some forms of dwarfism are evident in utero, at birth, or during infancy and can be diagnosed through X-rays and a physical exam. A diagnosis of achondroplasia, diastrophic dysplasia, or spondyloepiphyseal dysplasia can be confirmed through genetic testing. In some cases, prenatal testing is done if there is concern for specific conditions. Sometimes dwarfism doesn't become evident until later in a child's life, when dwarfism signs lead parents to seek a diagnosis. Here are signs and symptoms to look for in children that indicate a potential for dwarfism: Doctors may also use these tests to help diagnose dwarfism: Appearance. Children with possible dwarfism may have changes to their skeleton or facial structures as they develop. Chart comparisons. At regular check-ups, your child’s height, weight, and head circumference will be measured and compared to percentiles for standard development for their age. If your child shows any signs of abnormal growth, they may need more frequent measurements. Imaging.Doctors may spot signs of achondroplasia, such as shorter limbs, or other causes of dwarfism on ultrasounds of a fetus during pregnancy. X-rays of babies or children may show that their arms or legs are not growing at a normal rate, or that their skeleton shows signs of dysplasia. MRI scans can show any abnormalities of the pituitary gland or hypothalamus, which affect hormone production.Genetic testing.DNA tests may be done before or after birth to look for genetic mutations linked to dwarfism. Girls with suspected Turner syndrome may need DNA tests to check their X chromosomes. DNA testing may help parents with family planning if they wish to have more children. Family history.Pediatricians may check the height and size of other family members, such as siblings, to compare with the child with suspected dwarfism. Hormone tests.Tests of growth hormone levels can confirm if they’re low.","Early diagnosis and treatment can help prevent or lessen some of the problems associated with dwarfism. People with dwarfism related to growth hormone deficiency can be treated with growth hormone. For children five years of age and older with achondroplasia who still have the potential for growth, the FDA has approved vosoritide (Voxzogo) to help stimulate bone growth. In many cases, people with dwarfism have orthopaedic or medical complications. Treatment of those can include: Other treatment may include:"
